S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
3253583	3255251	881218	882886	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1894	91.84		True
unknown
3256044	3256570	884019	884544	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1894	91.08		True
unknown
3257188	3258739	885100	886647	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1894	90.41		True
unknown
CONTIG	contig_1894	1058638	mis_unaligned
CONTIG	contig_1895	19361	unaligned
CONTIG	contig_1896	2282	unaligned
CONTIG	contig_1898	24668	unaligned
CONTIG	contig_19	2511	unaligned
CONTIG	contig_190	15891	unaligned
CONTIG	contig_1900	22918	unaligned
CONTIG	contig_1901	30619	unaligned
CONTIG	contig_1902	25153	unaligned
CONTIG	contig_1903	16116	unaligned
CONTIG	contig_1904	7629	unaligned
CONTIG	contig_1905	118401	unaligned
CONTIG	contig_1906	6653	unaligned
CONTIG	contig_1907	55097	unaligned
CONTIG	contig_1908	26897	unaligned
CONTIG	contig_1909	3854	unaligned
CONTIG	contig_191	34164	unaligned
1781597	1781736	121921	122060	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1911	92.14		True
CONTIG	contig_1911	134508	correct_unaligned
CONTIG	contig_1912	13047	unaligned
CONTIG	contig_1913	208415	unaligned
CONTIG	contig_1914	474152	unaligned
CONTIG	contig_1917	11255	unaligned
CONTIG	contig_1918	17381	unaligned
CONTIG	contig_1919	25032	unaligned
CONTIG	contig_192	6353	unaligned
CONTIG	contig_1920	10272	unaligned
CONTIG	contig_1921	30212	unaligned
CONTIG	contig_1922	21072	unaligned
CONTIG	contig_1923	7604	unaligned
CONTIG	contig_1929	20287	unaligned
CONTIG	contig_1931	1806	unaligned
2284906	2285038	11652	11520	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1936	96.24		True
CONTIG	contig_1936	19525	correct_unaligned
2284906	2285038	8126	7994	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1937	93.98		True
CONTIG	contig_1937	48400	correct_unaligned
CONTIG	contig_1938	10196	unaligned
CONTIG	contig_194	28888	unaligned
CONTIG	contig_1940	512	unaligned
CONTIG	contig_1942	4483	unaligned
CONTIG	contig_1944	48005	unaligned
1650868	1651083	307374	307159	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	93.06		False
266650	266814	191035	191199	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	94.55		False
2026913	2029099	81494	79321	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	92.87		True
unknown
1825543	1826573	143675	142648	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	90.3		True
unknown
1773076	1776290	197681	194460	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	90.98		True
unknown
1754198	1755423	214389	213159	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	91.06		True
unknown
1717307	1720938	237406	233709	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	90.11		True
unknown
1670346	1672823	289268	286788	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	90.65		True
unknown
1665956	1667430	293790	292314	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	91.47		True
unknown
1622444	1625007	336592	334013	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	90.52		True
unknown
2240610	2241311	460165	460873	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	90.27		True
unknown
2252400	2253131	485469	486202	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	90.74		True
unknown
2253584	2254022	486552	486989	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	90.43		True
unknown
2274160	2274757	507428	508026	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	90.98		True
unknown
2329249	2329555	540170	540477	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1945	90.58		True
unknown
CONTIG	contig_1945	548014	mis_unaligned
2253662	2254022	29545	29905	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1946	90.03		True
CONTIG	contig_1946	39215	correct_unaligned
CONTIG	contig_1947	12440	unaligned
CONTIG	contig_1949	10325	unaligned
CONTIG	contig_195	26145	unaligned
CONTIG	contig_1950	5230	unaligned
CONTIG	contig_1951	41039	unaligned
CONTIG	contig_1952	13660	unaligned
CONTIG	contig_1953	33952	unaligned
CONTIG	contig_1954	7871	unaligned
CONTIG	contig_1955	21403	unaligned
CONTIG	contig_1956	23495	unaligned
CONTIG	contig_1957	20972	unaligned
CONTIG	contig_1958	37593	unaligned
CONTIG	contig_196	10042	unaligned
CONTIG	contig_1962	24933	unaligned
CONTIG	contig_1963	15370	unaligned
CONTIG	contig_1964	20515	unaligned
CONTIG	contig_1965	27749	unaligned
CONTIG	contig_1966	27619	unaligned
CONTIG	contig_1967	26894	unaligned
CONTIG	contig_1969	15232	unaligned
CONTIG	contig_197	814	unaligned
CONTIG	contig_1971	14686	unaligned
2278326	2283545	505916	511125	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1972	93.71		True
unknown
2284111	2287953	511719	515559	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1972	90.17		True
unknown
3118019	3118623	517206	517808	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1972	95.37		True
unknown
2759070	2759567	540105	539608	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1972	90.78		True
unknown
831673	832041	711321	711687	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1972	91.62		True
unknown
CONTIG	contig_1972	717020	mis_unaligned
CONTIG	contig_1973	1470	unaligned
CONTIG	contig_1974	1634	unaligned
CONTIG	contig_1975	8458	unaligned
CONTIG	contig_1976	1812	unaligned
CONTIG	contig_1977	15356	unaligned
CONTIG	contig_1978	14533	unaligned
CONTIG	contig_1979	17139	unaligned
CONTIG	contig_198	43266	unaligned
CONTIG	contig_1980	4883	unaligned
CONTIG	contig_1981	1678	unaligned
CONTIG	contig_1982	2155	unaligned
CONTIG	contig_1983	13802	unaligned
CONTIG	contig_1984	9968	unaligned
CONTIG	contig_1985	6316	unaligned
CONTIG	contig_1986	22494	unaligned
CONTIG	contig_1987	34425	unaligned
CONTIG	contig_1988	4567	unaligned
CONTIG	contig_199	1835	unaligned
CONTIG	contig_1991	4527	unaligned
CONTIG	contig_1992	9684	unaligned
CONTIG	contig_1993	8700	unaligned
CONTIG	contig_1994	12531	unaligned
CONTIG	contig_1995	35357	unaligned
CONTIG	contig_1996	21341	unaligned
CONTIG	contig_1999	98998	unaligned
CONTIG	contig_2	35930	unaligned
1590537	1590790	35067	34813	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_20	93.33		True
CONTIG	contig_20	48271	correct_unaligned
CONTIG	contig_2001	73579	unaligned
CONTIG	contig_2002	31238	unaligned
3886864	3887448	20288	19704	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2003	92.31		True
CONTIG	contig_2003	22161	correct_unaligned
3912665	3914099	14786	16228	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2005	92.54		True
CONTIG	contig_2005	16940	correct_unaligned
CONTIG	contig_2006	225241	unaligned
CONTIG	contig_2007	100908	unaligned
CONTIG	contig_2009	9476	unaligned
CONTIG	contig_201	7177	unaligned
CONTIG	contig_2010	68887	unaligned
CONTIG	contig_2011	29514	unaligned
CONTIG	contig_2012	8798	unaligned
CONTIG	contig_2013	23934	unaligned
CONTIG	contig_2014	13777	unaligned
CONTIG	contig_2015	13014	unaligned
CONTIG	contig_2016	10560	unaligned
CONTIG	contig_2017	43528	unaligned
CONTIG	contig_2018	62705	unaligned
CONTIG	contig_2019	19836	unaligned
CONTIG	contig_202	7625	unaligned
1540948	1542263	1458	139	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2021	97.13		True
CONTIG	contig_2021	5664	correct_unaligned
CONTIG	contig_2024	70713	unaligned
CONTIG	contig_2025	9580	unaligned
CONTIG	contig_2026	5528	unaligned
CONTIG	contig_2027	4579	unaligned
CONTIG	contig_2029	7896	unaligned
CONTIG	contig_203	8841	unaligned
CONTIG	contig_2030	2796	unaligned
CONTIG	contig_2031	631897	unaligned
CONTIG	contig_2032	41835	unaligned
CONTIG	contig_2033	6749	unaligned
2505606	2505899	156592	156885	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2034	90.51		True
unknown
607588	607661	765555	765627	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2034	98.65		True
unknown
617823	618215	774920	775312	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2034	91.6		True
unknown
319868	320194	785478	785804	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2034	92.35		True
unknown
1832745	1833122	1100200	1100577	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2034	91.01		True
unknown
CONTIG	contig_2034	1123983	mis_unaligned
CONTIG	contig_2035	4245	unaligned
CONTIG	contig_2036	6907	unaligned
CONTIG	contig_2037	2117	unaligned
CONTIG	contig_2038	4574	unaligned
CONTIG	contig_2039	5855	unaligned
CONTIG	contig_204	844	unaligned
CONTIG	contig_2040	15295	unaligned
CONTIG	contig_2041	4694	unaligned
CONTIG	contig_2042	5826	unaligned
CONTIG	contig_2043	13086	unaligned
CONTIG	contig_2044	538	unaligned
CONTIG	contig_2045	512	unaligned
CONTIG	contig_2046	631	unaligned
CONTIG	contig_2047	2028	unaligned
CONTIG	contig_2048	30706	unaligned
CONTIG	contig_2049	201324	unaligned
CONTIG	contig_205	1040	unaligned
CONTIG	contig_2051	11423	unaligned
1071419	1071503	2549	2465	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2053	100.0		False
3807024	3807108	2465	2549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2053	100.0		False
4708839	4708923	2465	2549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2053	100.0		False
4177124	4177208	2465	2549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2053	100.0		False
4809948	4810032	2465	2549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2053	100.0		False
4619159	4619243	2465	2549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2053	100.0		False
5362276	5362360	2549	2465	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2053	100.0		False
4577784	4577868	2465	2549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2053	100.0		False
622611	622695	2549	2465	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2053	100.0		True
CONTIG	contig_2053	31057	correct_unaligned
CONTIG	contig_2055	18599	unaligned
CONTIG	contig_2056	141189	unaligned
CONTIG	contig_2057	10221	unaligned
CONTIG	contig_2058	9776	unaligned
CONTIG	contig_2059	16088	unaligned
CONTIG	contig_206	1074	unaligned
CONTIG	contig_2060	147592	unaligned
3427354	3427577	313226	313449	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2061	94.2		True
CONTIG	contig_2061	422990	correct_unaligned
CONTIG	contig_2062	4428	unaligned
CONTIG	contig_2063	78727	unaligned
CONTIG	contig_2064	24643	unaligned
CONTIG	contig_2065	19793	unaligned
CONTIG	contig_2066	12357	unaligned
CONTIG	contig_2067	6257	unaligned
CONTIG	contig_2068	27167	unaligned
CONTIG	contig_2069	6438	unaligned
CONTIG	contig_207	18797	unaligned
CONTIG	contig_2071	6990	unaligned
CONTIG	contig_2073	39826	unaligned
CONTIG	contig_2074	24944	unaligned
1590537	1590790	1012	1264	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2075	93.7		True
CONTIG	contig_2075	36360	correct_unaligned
CONTIG	contig_2076	22480	unaligned
CONTIG	contig_2077	42899	unaligned
CONTIG	contig_2078	57431	unaligned
CONTIG	contig_2079	8539	unaligned
CONTIG	contig_208	76371	unaligned
3253601	3255305	88307	90006	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2080	90.73		False
3257157	3258739	91968	93546	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2080	91.09		False
1070716	1072421	90007	88307	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2080	90.68		True
unknown
1069116	1069190	91898	91824	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2080	100.0		True
unknown
1067283	1068829	93546	92007	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2080	90.66		True
unknown
CONTIG	contig_2080	139296	mis_unaligned
CONTIG	contig_2081	20859	unaligned
CONTIG	contig_2082	29170	unaligned
CONTIG	contig_2084	5953	unaligned
CONTIG	contig_2085	226229	unaligned
CONTIG	contig_2086	24462	unaligned
CONTIG	contig_2087	6882	unaligned
CONTIG	contig_2089	1809	unaligned
CONTIG	contig_209	9394	unaligned
CONTIG	contig_2090	28801	unaligned
CONTIG	contig_2091	773	unaligned
CONTIG	contig_2092	5006	unaligned
CONTIG	contig_2093	75083	unaligned
CONTIG	contig_2094	42898	unaligned
2058276	2058435	95358	95517	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2095	91.98		True
CONTIG	contig_2095	245183	correct_unaligned
CONTIG	contig_2096	1912	unaligned
CONTIG	contig_2098	16261	unaligned
CONTIG	contig_2099	33853	unaligned
CONTIG	contig_21	27336	unaligned
CONTIG	contig_210	29241	unaligned
CONTIG	contig_2100	33261	unaligned
CONTIG	contig_2101	44781	unaligned
CONTIG	contig_2102	7658	unaligned
CONTIG	contig_2103	14254	unaligned
893829	894082	558047	557795	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2104	90.55		False
3038993	3039465	331818	331346	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2104	90.7		True
unknown
2816957	2822356	572513	577892	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2104	92.52		True
unknown
2430973	2431239	596343	596609	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2104	94.76		True
unknown
616577	616807	711328	711557	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2104	90.48		True
unknown
617851	618206	713084	713439	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2104	90.17		True
unknown
CONTIG	contig_2104	967444	mis_unaligned
468649	468740	24159	24250	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2105	98.91		True
CONTIG	contig_2105	93862	correct_unaligned
CONTIG	contig_2106	38674	unaligned
CONTIG	contig_2107	285414	unaligned
CONTIG	contig_2108	54102	unaligned
CONTIG	contig_2109	5586	unaligned
CONTIG	contig_211	8179	unaligned
CONTIG	contig_2110	32175	unaligned
3642151	3642252	317545	317646	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2113	94.12		True
CONTIG	contig_2113	736332	correct_unaligned
CONTIG	contig_2114	27775	unaligned
CONTIG	contig_2117	6360	unaligned
CONTIG	contig_2118	28622	unaligned
CONTIG	contig_2119	1341380	unaligned
CONTIG	contig_212	6028	unaligned
CONTIG	contig_2120	10695	unaligned
CONTIG	contig_2121	43952	unaligned
CONTIG	contig_2122	130299	unaligned
CONTIG	contig_2123	4480	unaligned
CONTIG	contig_2124	17773	unaligned
CONTIG	contig_2125	22049	unaligned
3242705	3242979	184279	184553	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2126	90.18		False
3035278	3038060	12081	14865	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2126	91.69		True
unknown
3069002	3069487	49534	50019	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2126	91.77		True
unknown
3131036	3131479	98646	99088	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2126	94.37		True
unknown
CONTIG	contig_2126	295489	mis_unaligned
CONTIG	contig_2127	7029	unaligned
CONTIG	contig_2128	21588	unaligned
CONTIG	contig_2129	172809	unaligned
CONTIG	contig_213	15598	unaligned
CONTIG	contig_2130	19267	unaligned
CONTIG	contig_2131	16837	unaligned
CONTIG	contig_2134	33657	unaligned
3657391	3676337	1	18960	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2135	98.51		True
CONTIG	contig_2135	18981	correct
CONTIG	contig_2136	15582	unaligned
CONTIG	contig_2137	82867	unaligned
CONTIG	contig_2138	5594	unaligned
CONTIG	contig_2139	221420	unaligned
CONTIG	contig_214	3678	unaligned
CONTIG	contig_2140	98639	unaligned
CONTIG	contig_2141	12519	unaligned
CONTIG	contig_2142	18155	unaligned
CONTIG	contig_2143	4791	unaligned
5176158	5176410	149042	148792	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2145	93.39		False
5088240	5088461	211656	211435	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2145	95.05		False
4953547	4953690	320305	320162	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2145	97.92		False
5327880	5332451	6165	1591	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2145	95.18		True
unknown
5005433	5006075	290501	289857	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2145	96.44		True
unknown
4862759	4863480	385203	384482	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2145	91.46		True
unknown
4832922	4840012	410845	403763	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2145	91.5		True
unknown
CONTIG	contig_2145	420231	mis_unaligned
CONTIG	contig_2147	4529	unaligned
5437104	5437234	6602	6473	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2148	95.42		True
CONTIG	contig_2148	8631	correct_unaligned
CONTIG	contig_2149	96348	unaligned
CONTIG	contig_215	3162	unaligned
5058761	5059956	4903	6095	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2150	99.0		False
2461549	2462748	4903	6099	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2150	99.0		False
5058761	5059956	13810	15006	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2150	99.0		False
2461549	2462747	13810	15009	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2150	99.0		False
2454780	2455981	4900	6098	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2150	99.0		True
unknown
2454782	2455983	13809	15011	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2150	99.0		True
unknown
1330298	1331050	42541	43302	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2150	90.16		True
unknown
CONTIG	contig_2150	61802	mis_unaligned
3257188	3258739	98526	96976	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2151	90.53		True
unknown
1069114	1069190	98748	98825	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2151	98.72		True
unknown
1069452	1069978	99084	99607	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2151	90.89		True
unknown
1070771	1072439	100740	102406	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2151	92.14		True
unknown
CONTIG	contig_2151	120938	mis_unaligned
CONTIG	contig_2152	19284	unaligned
CONTIG	contig_2153	10439	unaligned
5439693	5441106	37002	38417	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2154	90.75		True
CONTIG	contig_2154	42797	correct_unaligned
CONTIG	contig_2155	75493	unaligned
CONTIG	contig_2157	2148	unaligned
CONTIG	contig_2158	552786	unaligned
CONTIG	contig_2159	675475	unaligned
CONTIG	contig_216	34090	unaligned
2080161	2080408	35751	35998	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2160	93.57		True
CONTIG	contig_2160	86278	correct_unaligned
2750837	2750913	1775	1851	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2161	100.0		True
unknown
2754314	2755637	5747	7083	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2161	90.2		True
unknown
853256	853565	81750	82059	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2161	91.29		True
unknown
853566	853946	82106	82484	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2161	90.29		True
unknown
862406	864177	94099	95869	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2161	91.14		True
unknown
2366406	2366891	95885	96369	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2161	91.15		True
unknown
CONTIG	contig_2161	161548	mis_unaligned
CONTIG	contig_2162	47872	unaligned
CONTIG	contig_2163	42910	unaligned
CONTIG	contig_2164	9575	unaligned
CONTIG	contig_2165	111606	unaligned
CONTIG	contig_2167	27574	unaligned
CONTIG	contig_2168	27141	unaligned
CONTIG	contig_2169	125011	unaligned
3258353	3258492	158087	157948	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_217	93.57		False
1067530	1067669	157948	158087	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_217	93.57		True
CONTIG	contig_217	509934	correct_unaligned
CONTIG	contig_2170	7146	unaligned
CONTIG	contig_2171	4649	unaligned
CONTIG	contig_2172	4482	unaligned
CONTIG	contig_2173	24752	unaligned
1421630	1421724	1709034	1709128	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2174	95.79		True
unknown
1423245	1423499	1710700	1710955	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_2174	90.35		True
unknown
CONTIG	contig_2174	1910145	mis_unaligned
CONTIG	contig_2175	7501	unaligned
CONTIG	contig_2177	11370	unaligned
CONTIG	contig_2178	15369	unaligned
CONTIG	contig_2179	7201	unaligned
CONTIG	contig_218	29194	unaligned
CONTIG	contig_2180	29332	unaligned
CONTIG	contig_2181	42747	unaligned
CONTIG	contig_2182	5230	unaligned
1617072	1617640	23897	23330	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2183	90.51		True
CONTIG	contig_2183	44048	correct_unaligned
CONTIG	contig_2184	23127	unaligned
2454783	2455978	4865	6056	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2185	99.25		False
5058759	5059957	4863	6057	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2185	99.25		False
5058759	5059956	27055	28264	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2185	96.96		False
2454783	2455979	27057	28265	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2185	96.95		False
2461544	2462744	4860	6056	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2185	99.25		True
unknown
2461546	2462745	27054	28265	Raoultella_ornithinolytica_NZ_CP138913.1	contig_2185	96.96		True
unknown
CONTIG	contig_2185	29994	mis_unaligned
CONTIG	contig_2186	4276	unaligned
CONTIG	contig_2187	34204	unaligned
CONTIG	contig_2188	18837	unaligned
CONTIG	contig_2189	26067	unaligned
CONTIG	contig_2190	59011	unaligned
CONTIG	contig_2191	380875	unaligned
CONTIG	contig_2192	21670	unaligned
CONTIG	contig_2193	426930	unaligned
CONTIG	contig_2194	29485	unaligned
2894744	2895984	7671	8912	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2195	90.26		True
CONTIG	contig_2195	117025	correct_unaligned
CONTIG	contig_2196	29319	unaligned
2777745	2778737	9642	8654	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2197	93.76		True
unknown
2772803	2772874	14505	14434	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2197	100.0		True
unknown
1533131	1533630	89172	89672	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_2197	90.22		True
